township,date,soil_pH,rainfall_mm,temperature_c,local_grain_price,historic_yield_tons_per_ha,best_crop
Taungoo,2021-02-27,5.9,50.0,26.0,1651.0,4.85,Sesame
Mandalay,2021-09-27,6.2,437.4,32.3,763.0,1.2,Rice
Monywa,2021-10-16,8.2,292.7,29.5,704.0,1.25,Corn
Bago,2023-03-02,8.1,326.8,26.7,1121.0,6.49,Corn
Yangon,2023-11-05,6.0,437.7,26.3,812.0,4.75,Beans
Monywa,2021-12-19,5.2,98.1,36.8,1063.0,3.37,Sesame
Meiktila,2019-11-11,7.0,239.8,31.9,1627.0,7.05,Corn
Monywa,2018-05-10,6.0,61.2,37.5,1744.0,3.6,Sesame
Magway,2020-06-04,6.8,113.3,27.5,803.0,1.26,Beans
Mandalay,2022-12-23,6.8,481.4,38.1,1010.0,2.08,Rice
Naypyidaw,2023-11-15,6.1,203.1,35.4,1973.0,1.69,Corn
Meiktila,2019-06-28,5.7,31.6,27.8,674.0,7.05,Sesame
Magway,2018-06-30,7.4,360.6,21.7,569.0,4.27,Wheat
Meiktila,2021-07-03,5.1,457.5,32.8,801.0,2.47,Beans
Magway,2021-02-07,6.9,465.9,33.4,736.0,2.91,Rice
Mandalay,2018-03-04,8.4,340.2,22.0,1324.0,4.8,Wheat
Magway,2019-08-03,8.3,484.4,31.5,967.0,2.2,Rice
Monywa,2022-12-23,5.2,27.1,38.1,1075.0,1.35,Sesame
Mandalay,2022-10-13,6.4,425.8,37.8,1535.0,5.41,Rice
Naypyidaw,2021-12-27,6.1,492.3,34.3,1300.0,5.7,Rice
Naypyidaw,2019-06-24,5.3,483.4,34.0,966.0,1.68,Beans
Naypyidaw,2023-04-12,5.8,142.0,37.2,1869.0,5.32,Beans
Sagaing,2020-01-22,7.4,402.5,35.8,1180.0,7.18,Rice
Yangon,2018-09-25,6.7,217.4,29.2,1652.0,2.2,Corn
Pathein,2019-06-06,6.8,249.4,34.3,1334.0,1.75,Corn
Mandalay,2021-05-22,6.9,246.5,28.3,1322.0,5.35,Corn
Naypyidaw,2022-04-22,5.2,132.9,33.9,1970.0,4.02,Beans
Pathein,2021-11-02,6.9,149.3,33.3,1896.0,1.55,Beans
Pathein,2023-06-17,5.4,361.7,26.5,1168.0,1.68,Corn
Magway,2022-07-21,5.2,74.2,36.3,1068.0,6.4,Sesame
Naypyidaw,2018-09-09,5.3,492.0,37.7,1454.0,7.32,Beans
Yangon,2019-08-24,7.3,277.3,25.8,1171.0,5.31,Corn
Taungoo,2021-07-20,6.0,478.7,33.6,1905.0,7.43,Beans
Monywa,2019-01-01,7.0,370.8,30.2,1779.0,6.93,Corn
Yangon,2022-02-21,8.2,581.1,20.0,1968.0,4.92,Rice
Mandalay,2021-03-01,8.0,148.8,34.0,977.0,3.76,Beans
Sagaing,2022-07-22,6.3,331.6,33.2,782.0,4.32,Corn
Sagaing,2022-01-15,7.9,101.0,39.9,701.0,5.69,Beans
Mandalay,2018-03-06,5.5,532.1,33.2,704.0,7.82,Beans
Bago,2022-08-31,8.0,537.2,33.9,1435.0,7.51,Rice
Naypyidaw,2023-09-18,6.5,493.8,27.7,1137.0,2.58,Rice
Yangon,2023-08-03,8.0,149.7,30.0,1319.0,3.88,Beans
Monywa,2018-05-18,8.4,345.2,34.1,1222.0,1.79,Corn
Mandalay,2019-08-05,7.6,320.6,37.2,919.0,6.25,Corn
Meiktila,2018-11-17,6.8,369.9,24.9,1496.0,5.41,Wheat
Mandalay,2021-07-03,7.1,543.1,30.7,1181.0,1.08,Rice
Naypyidaw,2021-09-19,6.5,576.7,36.0,553.0,3.02,Rice
Pathein,2021-05-30,7.5,342.6,21.2,754.0,4.31,Wheat
Yangon,2021-04-10,7.8,378.3,25.7,1258.0,1.58,Corn
Magway,2020-10-29,5.5,175.8,37.2,667.0,1.1,Beans
Bago,2019-09-12,7.3,228.2,23.5,854.0,6.48,Wheat
Bago,2023-12-01,8.0,212.3,21.7,1901.0,2.02,Wheat
Bago,2023-07-25,7.6,253.6,27.7,1589.0,5.62,Corn
Bago,2020-05-13,7.0,506.7,21.1,1729.0,2.85,Rice
Yangon,2019-11-18,6.6,291.0,29.5,1884.0,7.64,Corn
Taungoo,2022-04-05,7.4,240.1,25.3,1152.0,4.71,Corn
Magway,2023-01-13,6.3,196.3,30.6,646.0,7.69,Beans
Meiktila,2021-12-20,8.3,264.8,38.4,1002.0,7.01,Corn
Magway,2019-02-07,5.9,354.7,29.2,863.0,5.73,Corn
Pathein,2020-03-09,6.8,409.9,39.9,516.0,3.19,Rice
Yangon,2018-10-06,5.0,67.6,22.1,829.0,4.12,Sesame
Magway,2020-10-28,5.7,24.0,21.8,1485.0,7.57,Sesame
Taungoo,2019-05-14,7.5,80.8,37.1,1485.0,1.91,Sesame
Pathein,2020-01-27,8.1,420.4,25.1,1904.0,4.27,Rice
Naypyidaw,2021-02-06,7.7,418.4,33.4,886.0,6.39,Rice
Mandalay,2021-02-09,7.7,235.9,26.7,1933.0,1.42,Corn
Magway,2019-12-30,6.5,300.1,38.6,768.0,5.27,Corn
Naypyidaw,2019-03-21,5.5,463.5,24.4,1869.0,5.5,Wheat
Magway,2019-02-28,5.1,51.5,34.6,528.0,6.44,Sesame
Naypyidaw,2019-09-02,7.3,10.5,20.8,727.0,3.73,Sesame
Monywa,2022-05-22,7.0,314.1,38.8,1154.0,4.43,Corn
Mandalay,2020-07-14,5.0,573.0,36.4,1351.0,4.37,Beans
Monywa,2021-09-27,7.4,246.4,32.6,636.0,7.71,Corn
Meiktila,2021-10-24,5.3,281.2,35.3,765.0,5.53,Corn
Yangon,2022-04-23,7.3,186.3,27.8,1533.0,1.75,Beans
Naypyidaw,2018-12-14,8.1,268.4,23.8,538.0,1.25,Wheat
Pathein,2020-09-03,6.7,47.2,30.8,1301.0,3.15,Sesame
Naypyidaw,2018-03-09,5.1,43.1,35.8,677.0,1.3,Sesame
Meiktila,2023-02-21,8.3,523.4,30.7,849.0,6.19,Rice
Mandalay,2018-06-01,7.6,298.4,20.4,1428.0,7.35,Wheat
Taungoo,2019-06-19,5.1,383.3,38.1,646.0,6.75,Corn
Pathein,2019-12-01,7.9,47.7,36.3,1392.0,1.8,Sesame
Pathein,2020-06-22,5.2,129.6,26.7,1607.0,6.85,Beans
Sagaing,2021-08-21,5.4,413.6,30.9,1947.0,3.25,Beans
Taungoo,2018-07-06,7.1,207.9,22.4,1123.0,1.99,Wheat
Monywa,2019-11-07,6.5,556.1,20.8,1771.0,1.7,Rice
Pathein,2022-03-21,7.7,19.2,29.7,769.0,1.04,Sesame
Mandalay,2021-03-08,6.5,486.4,35.5,809.0,5.85,Rice
Magway,2023-11-13,6.6,151.2,23.5,1394.0,5.84,Wheat
Naypyidaw,2018-12-27,7.2,471.7,27.0,853.0,1.03,Rice
Mandalay,2023-12-12,8.4,375.2,37.3,1261.0,7.91,Corn
Naypyidaw,2020-05-02,6.0,124.3,35.9,1953.0,5.8,Beans
Naypyidaw,2023-07-31,5.6,405.4,20.9,928.0,5.51,Wheat
Sagaing,2020-10-26,6.2,485.0,35.2,1611.0,1.3,Rice
Meiktila,2019-12-22,5.6,27.1,30.3,853.0,1.5,Sesame
Naypyidaw,2021-08-28,6.5,450.8,38.0,665.0,2.61,Rice
Taungoo,2019-02-06,5.8,253.4,24.0,610.0,7.24,Wheat
Pathein,2023-06-08,5.2,267.2,24.3,767.0,5.27,Wheat
Monywa,2019-07-13,6.6,124.6,27.2,1004.0,2.89,Beans
Yangon,2018-09-02,6.0,75.6,29.3,1641.0,3.93,Sesame
Taungoo,2021-04-23,7.1,475.8,32.8,755.0,5.28,Rice
Meiktila,2020-07-29,5.3,515.6,29.8,1387.0,7.97,Beans
Naypyidaw,2021-02-17,5.1,262.6,37.5,1151.0,2.73,Corn
Taungoo,2019-09-03,8.2,540.0,28.4,1987.0,1.31,Rice
Meiktila,2018-05-18,6.5,242.6,36.2,647.0,5.88,Corn
Naypyidaw,2020-09-12,5.3,454.3,33.9,827.0,3.85,Beans
Monywa,2021-04-26,5.8,599.4,20.3,743.0,5.68,Wheat
Naypyidaw,2018-04-10,8.4,283.6,22.8,777.0,5.92,Wheat
Monywa,2023-03-17,7.5,10.8,32.5,1536.0,3.69,Sesame
Meiktila,2018-05-14,6.0,454.2,34.0,1363.0,5.29,Beans
Taungoo,2018-11-28,7.2,208.1,38.6,1865.0,4.6,Corn
Monywa,2018-07-31,5.4,225.7,32.4,763.0,3.56,Corn
Meiktila,2018-10-02,7.0,466.4,22.8,1309.0,3.34,Rice
Naypyidaw,2020-05-09,7.6,458.9,26.4,1255.0,7.29,Rice
Sagaing,2021-02-09,5.2,230.0,29.0,1744.0,4.51,Corn
Naypyidaw,2023-12-19,7.4,324.4,25.8,1700.0,5.35,Corn
Mandalay,2020-02-11,8.1,280.1,21.6,933.0,7.29,Wheat
Mandalay,2019-03-24,5.6,76.1,23.0,806.0,2.05,Sesame
Yangon,2021-04-15,6.5,412.6,38.6,1130.0,4.32,Rice
Yangon,2021-04-09,5.7,23.0,36.0,1279.0,6.84,Sesame
Monywa,2022-08-14,7.0,396.9,35.7,1499.0,4.4,Corn
Meiktila,2022-12-29,6.6,344.7,38.0,1684.0,3.15,Corn
Taungoo,2023-06-07,6.3,180.0,36.9,927.0,2.04,Beans
Bago,2019-10-21,7.5,178.3,39.5,1539.0,6.88,Beans
Bago,2019-10-23,5.8,34.3,26.3,891.0,1.89,Sesame
Bago,2020-04-20,7.0,30.5,26.3,1059.0,3.41,Sesame
Meiktila,2019-10-28,6.9,81.7,20.5,1653.0,7.52,Sesame
Naypyidaw,2021-08-04,5.5,582.4,30.9,1471.0,4.55,Beans
Magway,2023-04-26,8.1,582.1,35.1,1500.0,7.96,Rice
Pathein,2022-12-16,6.2,76.3,29.6,1517.0,1.28,Sesame
Mandalay,2021-06-15,5.1,374.3,24.4,990.0,3.5,Wheat
Pathein,2020-03-10,7.0,141.1,38.7,534.0,2.95,Beans
Meiktila,2022-12-30,7.4,575.0,39.5,1236.0,3.76,Rice
Pathein,2023-09-27,8.3,546.0,27.2,1781.0,2.04,Rice
Monywa,2022-05-01,6.3,177.9,27.0,1811.0,7.84,Beans
Mandalay,2020-06-02,7.5,272.1,39.9,933.0,6.63,Corn
Sagaing,2022-08-24,5.5,356.4,21.7,1212.0,2.45,Wheat
Meiktila,2021-10-05,5.2,576.5,35.1,1114.0,1.62,Beans
Magway,2022-08-25,5.6,282.7,31.4,799.0,7.4,Corn
Sagaing,2021-03-31,6.9,34.9,36.5,956.0,6.84,Sesame
Meiktila,2023-03-14,5.8,476.8,23.1,1461.0,3.1,Wheat
Naypyidaw,2019-05-24,7.3,536.7,28.3,1532.0,4.44,Rice
Taungoo,2018-04-27,5.4,173.6,39.9,1618.0,1.47,Beans
Pathein,2023-05-23,7.0,522.3,32.6,1541.0,4.33,Rice
Mandalay,2022-03-09,6.8,349.4,36.9,588.0,2.14,Corn
Monywa,2023-03-04,8.1,89.9,23.3,1129.0,2.91,Sesame
Monywa,2018-07-19,6.0,322.5,38.7,1650.0,4.6,Corn
Bago,2019-01-23,7.1,108.6,26.5,1767.0,3.21,Beans
Magway,2021-01-16,7.4,416.1,21.9,1735.0,5.06,Rice
Yangon,2019-07-15,6.8,230.1,29.7,1866.0,3.38,Corn
Mandalay,2020-06-11,5.5,140.5,23.8,1420.0,7.28,Wheat
Meiktila,2023-12-20,7.5,424.3,36.1,1874.0,3.92,Rice
Mandalay,2019-06-22,8.2,292.9,26.2,1726.0,3.54,Corn
Pathein,2023-11-13,7.7,211.8,34.2,1722.0,1.2,Corn
Taungoo,2019-06-12,8.0,94.0,24.5,695.0,1.88,Sesame
Mandalay,2022-10-07,7.4,472.6,21.6,1636.0,6.42,Rice
Yangon,2020-03-15,5.4,477.9,30.3,678.0,1.41,Beans
Magway,2018-06-27,5.2,403.9,35.1,1880.0,6.48,Beans
Taungoo,2020-03-30,5.6,217.4,21.8,1913.0,6.92,Wheat
Pathein,2021-11-25,6.2,514.5,35.6,1257.0,5.29,Rice
Mandalay,2019-02-10,7.9,460.3,30.6,1946.0,6.01,Rice
Bago,2018-01-18,8.4,68.2,24.3,1562.0,4.53,Sesame
Monywa,2020-01-29,6.5,575.1,23.6,1069.0,3.48,Rice
Taungoo,2023-10-08,5.8,76.6,39.7,665.0,1.87,Sesame
Bago,2023-07-24,7.7,425.8,31.1,992.0,1.28,Rice
Mandalay,2022-04-26,6.0,364.2,26.2,1166.0,7.83,Corn
Meiktila,2022-07-27,6.0,514.7,23.8,1762.0,1.49,Wheat
Naypyidaw,2022-02-14,5.6,599.2,29.8,1157.0,1.74,Beans
Mandalay,2019-05-04,5.5,246.4,31.8,1888.0,1.71,Corn
Bago,2018-09-23,6.3,127.5,24.0,1106.0,6.91,Wheat
Taungoo,2022-10-06,7.5,174.3,34.3,909.0,5.07,Beans
Sagaing,2021-12-29,6.7,365.9,28.1,918.0,4.39,Corn
Naypyidaw,2019-03-19,5.4,298.7,24.6,545.0,7.6,Wheat
Yangon,2018-10-07,6.7,25.8,23.6,990.0,5.23,Sesame
Magway,2019-01-30,7.7,400.0,30.4,1199.0,4.45,Beans
Magway,2023-08-02,6.7,164.4,26.9,1320.0,7.02,Beans
Yangon,2022-10-29,8.1,80.3,29.0,1164.0,6.97,Sesame
Yangon,2018-05-15,5.6,399.1,35.6,746.0,7.19,Corn
Sagaing,2019-07-05,6.1,239.6,35.3,1236.0,4.98,Corn
Meiktila,2023-04-09,6.7,514.1,30.1,1242.0,3.74,Rice
Sagaing,2021-12-15,7.7,177.8,21.2,692.0,5.13,Wheat
Monywa,2021-11-29,7.8,354.5,35.3,1071.0,5.38,Corn
Sagaing,2021-11-14,8.5,253.0,21.1,852.0,2.71,Wheat
Magway,2018-12-14,8.2,48.6,26.1,530.0,3.36,Sesame
Monywa,2018-06-03,6.6,519.4,31.4,900.0,7.31,Rice
Naypyidaw,2018-04-02,8.5,232.9,27.8,1712.0,5.01,Corn
Mandalay,2020-04-23,6.2,306.6,35.3,1422.0,3.38,Corn
Monywa,2022-11-21,5.7,384.9,39.5,1776.0,1.53,Corn
Taungoo,2021-03-23,5.9,185.4,31.5,1437.0,6.63,Beans
Mandalay,2019-01-24,7.1,171.3,31.3,1141.0,4.72,Beans
Monywa,2018-11-11,7.3,188.1,36.1,1310.0,4.03,Beans
Taungoo,2022-08-25,6.4,378.7,29.1,771.0,6.34,Corn
Yangon,2023-10-16,8.0,350.3,24.3,1613.0,7.73,Wheat
Naypyidaw,2021-01-02,8.3,324.3,32.3,1151.0,6.38,Corn
Pathein,2018-09-03,6.8,224.9,23.0,1528.0,2.05,Wheat
Magway,2022-11-19,6.4,517.5,38.2,1769.0,5.44,Rice
Magway,2021-03-21,7.3,161.3,32.0,670.0,3.84,Beans
Taungoo,2018-04-24,5.9,498.1,29.3,1154.0,4.92,Beans
Yangon,2020-04-07,5.6,90.5,25.2,1488.0,6.62,Sesame
Bago,2018-06-22,8.4,296.6,20.4,626.0,7.02,Wheat
Pathein,2021-05-05,8.0,541.3,28.1,1486.0,3.54,Rice
Mandalay,2022-06-14,8.3,437.3,22.8,1602.0,1.78,Rice
Mandalay,2023-11-08,7.3,352.4,35.5,1245.0,4.68,Corn
Mandalay,2020-09-02,7.1,466.2,26.3,1606.0,6.83,Rice
Taungoo,2022-09-29,5.8,73.0,24.3,1113.0,2.92,Sesame
Pathein,2018-08-18,6.7,231.1,39.0,1136.0,3.22,Corn
Taungoo,2021-02-11,8.1,562.8,27.3,1732.0,6.01,Rice
Yangon,2018-05-23,7.9,400.7,38.8,1683.0,5.83,Rice
Taungoo,2020-11-02,6.9,192.5,39.2,1718.0,3.54,Beans
Mandalay,2023-12-31,8.0,516.0,27.8,1089.0,7.37,Rice
Magway,2021-05-17,5.3,495.4,24.7,1835.0,2.47,Wheat
Naypyidaw,2021-07-23,8.1,462.4,28.1,1800.0,1.24,Rice
Naypyidaw,2023-04-14,7.6,556.6,26.7,1878.0,3.96,Rice
Mandalay,2019-10-19,7.4,308.7,27.0,1720.0,5.21,Corn
Monywa,2023-01-31,7.4,459.6,32.8,1165.0,2.29,Rice
Bago,2018-01-13,6.4,380.7,26.3,737.0,1.58,Corn
Meiktila,2019-06-17,8.0,414.6,35.9,1218.0,3.24,Rice
Bago,2020-12-03,5.6,359.9,26.6,627.0,2.97,Corn
Monywa,2020-01-16,6.4,232.6,36.7,531.0,4.99,Corn
Yangon,2020-07-25,8.2,584.7,24.0,753.0,5.91,Rice
Sagaing,2022-10-23,7.1,98.1,39.2,1351.0,2.19,Sesame
Yangon,2023-11-24,6.5,552.8,29.1,678.0,5.72,Rice
Taungoo,2020-02-20,8.3,489.9,25.3,1073.0,6.23,Rice
Sagaing,2020-04-26,7.1,597.2,25.7,1127.0,5.74,Rice
Sagaing,2019-08-21,5.1,585.9,24.7,872.0,4.16,Wheat
Pathein,2023-02-20,5.3,286.6,37.4,1096.0,7.82,Corn
Taungoo,2022-04-20,7.5,444.3,25.1,588.0,1.67,Rice
Monywa,2020-08-19,6.6,219.0,32.1,1703.0,5.7,Corn
Yangon,2018-01-22,5.9,375.6,26.1,1056.0,3.76,Corn
Meiktila,2018-06-18,7.0,163.6,30.1,1817.0,7.51,Beans
Bago,2019-01-03,6.1,323.0,22.8,566.0,1.82,Wheat
Bago,2023-08-07,8.1,502.5,35.0,924.0,7.48,Rice
Magway,2020-12-16,6.8,267.1,23.3,1237.0,6.16,Wheat
Bago,2022-12-08,5.2,97.7,24.6,890.0,1.25,Sesame
Naypyidaw,2022-11-23,5.4,538.2,29.9,1983.0,4.09,Beans
Meiktila,2023-06-11,6.6,76.4,34.4,1024.0,2.04,Sesame
Taungoo,2021-03-09,5.6,109.3,30.2,1836.0,2.91,Beans
Pathein,2020-05-19,7.0,583.3,30.5,1125.0,5.0,Rice
Mandalay,2020-10-05,7.7,409.4,37.7,1522.0,1.18,Rice
Mandalay,2022-06-03,6.3,558.2,22.1,543.0,3.26,Rice
Naypyidaw,2023-05-20,6.6,573.6,31.9,1955.0,1.04,Rice
Pathein,2023-01-30,6.1,441.6,34.7,1354.0,7.7,Rice
Taungoo,2018-07-19,7.8,176.9,36.0,1321.0,6.21,Beans
Pathein,2022-04-12,5.3,160.5,24.8,1098.0,6.4,Wheat
Yangon,2020-05-02,5.6,469.9,25.7,1481.0,6.27,Beans
Mandalay,2021-05-07,6.7,265.1,36.1,1527.0,3.17,Corn
Bago,2022-01-10,7.3,500.9,30.3,1828.0,4.43,Rice
Naypyidaw,2021-01-04,7.0,259.6,35.1,1421.0,6.68,Corn
Sagaing,2022-10-11,5.3,312.9,39.5,1471.0,5.74,Corn
Bago,2023-07-22,6.8,391.9,21.7,619.0,4.28,Wheat
Naypyidaw,2021-05-15,5.5,85.4,38.1,1285.0,6.89,Sesame
Magway,2018-07-15,6.9,551.2,30.3,1120.0,4.57,Rice
Naypyidaw,2020-11-03,6.2,355.5,35.4,1611.0,1.11,Corn
Naypyidaw,2020-01-06,7.8,507.3,20.9,1557.0,3.91,Rice
Monywa,2023-02-07,7.7,275.5,36.2,1877.0,3.39,Corn
Bago,2020-05-14,5.6,450.7,32.1,659.0,7.1,Beans
Meiktila,2018-03-15,5.0,78.8,23.4,1538.0,4.34,Sesame
Pathein,2023-06-17,6.1,489.7,32.3,1945.0,5.83,Rice
Sagaing,2021-05-24,5.3,89.7,23.8,1544.0,6.71,Sesame
Taungoo,2018-04-20,5.7,392.7,33.0,1439.0,4.05,Corn
Meiktila,2020-02-21,5.3,464.1,23.0,675.0,3.95,Wheat
Bago,2022-12-29,8.4,288.2,37.2,802.0,5.1,Corn
Pathein,2022-05-24,5.2,14.6,32.6,1969.0,5.99,Sesame
Naypyidaw,2021-04-06,5.1,245.8,30.3,1903.0,6.07,Corn
Naypyidaw,2020-08-07,7.5,321.7,28.4,595.0,3.21,Corn
Sagaing,2023-04-23,5.4,377.4,32.9,1154.0,4.14,Corn
Bago,2021-03-25,7.5,286.9,28.8,1381.0,4.55,Corn
Monywa,2023-04-03,5.5,183.1,34.2,1750.0,7.72,Beans
Monywa,2023-04-19,7.8,508.3,32.4,1624.0,2.98,Rice
Naypyidaw,2019-06-13,5.6,102.2,29.8,1915.0,6.55,Beans
Naypyidaw,2021-05-28,5.8,338.5,40.0,891.0,3.51,Corn
Bago,2019-12-17,7.9,537.7,20.6,1146.0,1.45,Rice
Pathein,2020-07-17,5.4,142.2,25.2,1033.0,3.38,Beans
Yangon,2020-12-31,8.1,513.5,37.5,656.0,5.23,Rice
Yangon,2022-11-29,7.8,578.0,35.1,1672.0,7.82,Rice
Pathein,2019-02-22,7.9,34.8,22.1,1806.0,5.41,Sesame
Monywa,2019-10-06,7.5,427.8,35.2,1806.0,4.49,Rice
Bago,2022-01-29,6.2,91.3,37.0,1124.0,4.07,Sesame
Yangon,2020-10-01,7.9,289.5,25.7,899.0,2.2,Corn
Sagaing,2022-01-17,7.2,154.8,35.1,1681.0,4.71,Beans
Bago,2022-10-23,6.4,251.5,29.2,1692.0,6.97,Corn
Monywa,2018-05-02,6.5,464.4,34.4,604.0,4.62,Rice
Monywa,2021-07-13,6.4,465.7,28.7,556.0,3.75,Rice
Bago,2018-08-25,8.4,588.2,36.0,1959.0,7.13,Rice
Sagaing,2022-07-05,8.1,423.5,37.5,971.0,6.05,Rice
Monywa,2018-02-02,7.9,541.1,32.2,1106.0,2.03,Rice
Taungoo,2022-12-17,7.4,533.7,35.6,796.0,3.83,Rice
Magway,2018-12-12,5.1,207.4,34.5,689.0,6.18,Corn
Meiktila,2021-03-08,5.7,311.9,26.2,1454.0,3.38,Corn
Yangon,2018-04-25,8.1,328.6,25.2,956.0,6.83,Corn
Sagaing,2023-09-01,5.4,45.4,27.5,1032.0,5.39,Sesame
Yangon,2019-05-26,6.6,347.7,20.1,854.0,3.37,Wheat
Pathein,2023-12-25,8.0,148.0,26.0,1723.0,5.67,Beans
Pathein,2019-07-28,7.5,316.6,25.0,1374.0,3.29,Corn
Monywa,2023-02-04,5.3,429.9,36.6,593.0,1.57,Beans
Bago,2023-05-05,5.8,56.1,33.5,1338.0,3.82,Sesame
Sagaing,2020-12-16,7.0,385.5,39.9,1922.0,5.82,Corn
Sagaing,2019-10-30,5.5,85.0,34.2,1557.0,1.91,Sesame
Meiktila,2019-04-29,7.4,278.7,20.7,1339.0,2.1,Wheat
Mandalay,2022-08-01,5.4,228.1,25.8,677.0,4.66,Corn
Magway,2022-03-14,6.1,296.7,35.8,1384.0,1.99,Corn
Yangon,2021-06-03,8.1,137.2,36.4,683.0,4.42,Beans
Monywa,2018-10-04,8.0,256.4,31.5,1850.0,4.96,Corn
Sagaing,2023-05-01,7.9,501.9,22.7,1455.0,1.97,Rice
Naypyidaw,2023-01-14,5.5,439.4,21.8,1435.0,5.37,Wheat
Sagaing,2020-08-11,8.2,210.0,20.9,1165.0,5.69,Wheat
Magway,2018-12-29,8.0,427.3,31.4,1561.0,6.57,Rice
Meiktila,2019-05-23,7.3,60.2,39.1,1636.0,4.79,Sesame
Pathein,2023-11-08,5.7,290.7,37.9,1904.0,1.84,Corn
Bago,2018-03-19,6.0,131.4,36.6,1369.0,6.87,Beans
Mandalay,2023-12-26,7.1,247.1,20.9,535.0,7.03,Wheat
Sagaing,2020-01-10,6.5,517.2,26.3,672.0,2.8,Rice
Mandalay,2019-11-20,6.0,117.8,35.4,1928.0,2.08,Beans
Bago,2018-08-30,7.2,201.9,20.5,1085.0,1.41,Wheat
Monywa,2019-08-07,6.4,201.3,27.5,681.0,6.79,Corn
Taungoo,2020-09-08,7.6,355.8,29.9,1078.0,6.27,Corn
Mandalay,2021-01-08,5.2,284.2,28.1,1111.0,4.39,Corn
Taungoo,2018-03-18,5.9,578.5,33.5,1332.0,2.72,Beans
Bago,2021-06-01,7.0,273.1,36.9,1674.0,4.5,Corn
Bago,2022-03-10,6.9,109.2,24.9,1942.0,7.67,Wheat
Meiktila,2023-01-25,5.1,489.5,39.2,1480.0,5.35,Beans
Bago,2018-01-03,5.2,553.9,25.5,1520.0,2.76,Beans
Monywa,2020-05-21,7.0,311.1,20.9,1345.0,6.17,Wheat
Magway,2019-01-03,6.4,82.6,22.8,919.0,4.9,Sesame
Sagaing,2020-05-13,7.1,574.9,26.4,1014.0,5.77,Rice
Magway,2023-01-29,6.0,400.7,26.4,1938.0,2.47,Beans
Monywa,2018-03-07,8.2,88.9,38.4,506.0,5.26,Sesame
Yangon,2019-12-12,6.4,538.2,34.1,1307.0,6.34,Rice
Mandalay,2018-05-07,8.1,491.5,28.9,1958.0,1.86,Rice
Sagaing,2022-01-06,6.4,505.1,36.2,687.0,7.89,Rice
Monywa,2020-03-01,6.6,140.7,20.4,1882.0,2.97,Wheat
Monywa,2020-02-24,5.3,371.9,26.1,851.0,6.02,Corn
Naypyidaw,2022-01-26,5.1,300.8,34.1,511.0,5.24,Corn
Sagaing,2019-03-31,8.0,345.8,29.9,1490.0,4.86,Corn
Pathein,2019-12-20,5.2,85.7,21.3,1355.0,2.82,Sesame
Taungoo,2023-11-13,7.6,171.9,37.0,1955.0,1.16,Beans
Meiktila,2020-11-01,7.4,531.0,20.0,1510.0,3.99,Rice
Yangon,2021-08-16,6.5,597.1,25.5,1200.0,5.76,Rice
Monywa,2023-10-20,7.7,531.4,24.5,1130.0,2.95,Rice
Naypyidaw,2021-07-19,5.0,124.8,21.6,538.0,5.0,Wheat
Taungoo,2022-10-02,8.4,551.0,23.9,594.0,3.3,Rice
Mandalay,2018-04-25,6.7,486.8,31.9,1001.0,5.38,Rice
Magway,2020-10-09,5.4,150.6,26.8,1000.0,1.38,Beans
Taungoo,2018-10-26,7.7,375.5,35.3,1368.0,5.38,Corn
Mandalay,2018-09-06,8.2,232.7,37.8,1674.0,5.85,Corn
Yangon,2022-12-16,5.2,370.3,28.6,584.0,1.71,Corn
Yangon,2021-04-22,8.0,247.0,32.3,1797.0,3.88,Corn
Pathein,2018-02-13,6.6,283.9,28.6,652.0,5.34,Corn
Yangon,2023-02-03,6.8,356.8,22.2,1570.0,1.09,Wheat
Pathein,2020-03-04,8.2,84.3,30.2,1222.0,3.49,Sesame
Pathein,2022-12-27,5.7,91.2,20.9,1377.0,1.89,Sesame
Meiktila,2022-01-05,6.1,532.3,35.5,963.0,2.03,Rice
Monywa,2021-04-07,6.3,14.8,31.7,586.0,5.75,Sesame
Meiktila,2018-08-12,6.5,125.3,24.0,1678.0,7.36,Wheat
Monywa,2020-02-15,7.3,419.9,39.6,997.0,5.2,Rice
Pathein,2021-10-06,7.2,257.0,23.2,1684.0,4.18,Wheat
Yangon,2023-07-25,5.8,12.2,24.5,1436.0,2.61,Sesame
Taungoo,2023-05-24,7.6,572.0,26.6,808.0,6.18,Rice
Bago,2018-01-28,6.3,53.5,20.6,936.0,1.81,Sesame
Taungoo,2022-01-14,5.2,27.5,24.0,1828.0,2.22,Sesame
Bago,2021-10-23,8.0,155.1,23.9,893.0,2.23,Wheat
Mandalay,2018-03-27,7.9,91.0,33.1,1008.0,7.2,Sesame
Taungoo,2021-06-03,6.6,228.1,27.4,1290.0,2.2,Corn
Pathein,2022-11-12,8.1,48.6,22.9,1692.0,7.47,Sesame
Taungoo,2023-12-22,6.3,230.8,32.0,867.0,7.84,Corn
Yangon,2020-02-14,8.0,183.6,23.0,1444.0,2.73,Wheat
Magway,2019-06-02,8.0,581.3,37.7,622.0,2.46,Rice
Naypyidaw,2018-09-23,5.6,239.0,37.6,1061.0,6.26,Corn
Meiktila,2023-03-17,5.6,430.4,30.5,1934.0,4.38,Beans
Naypyidaw,2021-01-04,7.0,386.5,35.8,811.0,5.55,Corn
Taungoo,2023-01-26,8.0,243.6,26.1,1357.0,7.22,Corn
