State_ID,plant_id,plant_name,plant_group,min_height(ft),max_height(ft),water_necessity (1Lcup/day),maintenance,sunlight,indoor,outdoor,potted,shortest_growth_period(year),longest_growth_period(year),min_area_square_feet,Co2_absorption(kg)_per_year,O2_release(kg)_per_year,lifetime(year),lowest_temp,highest_temp,Uses,description,,,,,
BGO,31,ဖရဲသီး,သီးပင်,၀.၆,၂,၂၀,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,မရ,၀.၃,၀.၅,၁၂,၁.၅,၀.၉,၀.၅,၁၂°C,၄၀°C,သစ်သီး၊ ဖျော်ရည်၊ အသုပ်၊ အေးမြစေ,အစိမ်းရောင် အခွံပါ၍ အစေ့နက်များပါရှိသည့် အနီရောင် အရည်ရွှမ်းသော အသားရှိသည့် နွယ်ပင်ပေါ်တွင် ပေါက်သောအသီးကြီးဖြစ်သည်။,,,,,
MDY,31,ဖရဲသီး,သီးပင်,၀.၆,၂,၂၀,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,မရ,၀.၃,၀.၅,၁၂,၁.၅,၀.၉,၀.၅,၁၂°C,၄၀°C,သစ်သီး၊ ဖျော်ရည်၊ အသုပ်၊ အေးမြစေ,အစိမ်းရောင် အခွံပါ၍ အစေ့နက်များပါရှိသည့် အနီရောင် အရည်ရွှမ်းသော အသားရှိသည့် နွယ်ပင်ပေါ်တွင် ပေါက်သောအသီးကြီးဖြစ်သည်။,,,,,
YGN,32,နဂါးမောက်သီး,သီးပင်,၃,၁၀,၄,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,ရ,၀.၅,၁,၉,၁,၀.၇,၂၀,၁၅°C,၃၈°C,သစ်သီး၊ ဖျော်ရည်၊ အချိုပွဲ၊ ဆေးဖက်ဝင် (ဓာတ်တိုးဆန့်ကျင်၊ ရေဓာတ်),အပြင်ခွံ အဝါရောင် သို့မဟုတ် ပန်းရောင်နှင့် အစေ့နက်ငယ်များပါရှိသည့် အသားဖြူ သို့မဟုတ် အနီစက်များပါရှိသော ရှားစောင်းပင်ဖြစ်သည်။,,,,,
AYY,32,နဂါးမောက်သီး,သီးပင်,၃,၁၀,၄,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,ရ,၀.၅,၁,၉,၁,၀.၇,၂၀,၁၅°C,၃၈°C,သစ်သီး၊ ဖျော်ရည်၊ အချိုပွဲ၊ ဆေးဖက်ဝင် (ဓာတ်တိုးဆန့်ကျင်၊ ရေဓာတ်),အပြင်ခွံ အဝါရောင် သို့မဟုတ် ပန်းရောင်နှင့် အစေ့နက်ငယ်များပါရှိသည့် အသားဖြူ သို့မဟုတ် အနီစက်များပါရှိသော ရှားစောင်းပင်ဖြစ်သည်။,,,,,
BGO,32,နဂါးမောက်သီး,သီးပင်,၃,၁၀,၄,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,ရ,၀.၅,၁,၉,၁,၀.၇,၂၀,၁၅°C,၃၈°C,သစ်သီး၊ ဖျော်ရည်၊ အချိုပွဲ၊ ဆေးဖက်ဝင် (ဓာတ်တိုးဆန့်ကျင်၊ ရေဓာတ်),အပြင်ခွံ အဝါရောင် သို့မဟုတ် ပန်းရောင်နှင့် အစေ့နက်ငယ်များပါရှိသည့် အသားဖြူ သို့မဟုတ် အနီစက်များပါရှိသော ရှားစောင်းပင်ဖြစ်သည်။,,,,,
AYY,33,ကြက်မောက်သီး,သီးပင်,၁၅,၅၀,၁၃,များ,အပြည့်အဝ,မရ,ရ,မရ,၄,၆,၄၀,၂၂,၁၂,၄၀,-၂°C,၄၀°C,သစ်သီး၊ အချိုပွဲ၊ ဖျော်ရည်,ပျော့သောအဆူးများဖြင့် ဖုံးအုပ်ထားပြီး ချို၍ကြည်လင်သော အသားများပါရှိသည့် အပူပိုင်းဒေသ သစ်ပင်အသီးဖြစ်သည်။,,,,,
MON,33,ကြက်မောက်သီး,သီးပင်,၁၅,၅၀,၁၃,များ,အပြည့်အဝ,မရ,ရ,မရ,၄,၆,၄၀,၂၂,၁၂,၄၀,-၂°C,၄၀°C,သစ်သီး၊ အချိုပွဲ၊ ဖျော်ရည်,ပျော့သောအဆူးများဖြင့် ဖုံးအုပ်ထားပြီး ချို၍ကြည်လင်သော အသားများပါရှိသည့် အပူပိုင်းဒေသ သစ်ပင်အသီးဖြစ်သည်။,,,,,
MDY,34,လိုင်ချီးသီး,သီးပင်,၂၀,၄၀,၁၃,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,မရ,၃,၆,၃၀,၇,၅,၁၀၀,၅°C,၃၀°C,သစ်သီး၊ အချိုပွဲ၊ ဖျော်ရည်,အပြင်ခွံ ကြမ်းတမ်းပြီး အနီရောင် အသီးလုံးသေးဖြစ်ကာ အတွင်းသားသည် ကြည်လင်၊ အရည်ရွှမ်းပြီး မွှေးကြိုင်သော အသားရှိသည်။,,,,,
SHN_S,34,လိုင်ချီးသီး,သီးပင်,၂၀,၄၀,၁၃,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,မရ,၃,၆,၃၀,၇,၅,၁၀၀,၅°C,၃၀°C,သစ်သီး၊ အချိုပွဲ၊ ဖျော်ရည်,အပြင်ခွံ ကြမ်းတမ်းပြီး အနီရောင် အသီးလုံးသေးဖြစ်ကာ အတွင်းသားသည် ကြည်လင်၊ အရည်ရွှမ်းပြီး မွှေးကြိုင်သော အသားရှိသည်။,,,,,
AYY,34,လိုင်ချီးသီး,သီးပင်,၂၀,၄၀,၁၃,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,မရ,၃,၆,၃၀,၇,၅,၁၀၀,၅°C,၃၀°C,သစ်သီး၊ အချိုပွဲ၊ ဖျော်ရည်,အပြင်ခွံ ကြမ်းတမ်းပြီး အနီရောင် အသီးလုံးသေးဖြစ်ကာ အတွင်းသားသည် ကြည်လင်၊ အရည်ရွှမ်းပြီး မွှေးကြိုင်သော အသားရှိသည်။,,,,,
SHN_S,35,ချယ်ရီသီး,သီးပင်,၁၀,၄၀,၄,များ,အသင့်အတင့်,မရ,ရ,ရ,၃,၆,၂၅,၃,၂,၂၅,-၅°C,၃၀°C,သစ်သီး၊ အချိုပွဲ၊ ဖုတ်၊ ဖျော်ရည်,အစေ့တစ်ခုပါရှိပြီး အချို သို့မဟုတ် အချဉ်အရသာရှိကာ အနီရောင် အသီးလုံးသေးဖြစ်သည်။,,,,,
SHN_S,36,သစ်တော်သီး,သီးပင်,၁၂,၃၀,၄,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,ရ,၃,၅,၂၀,၂.၅,၁.၅,၄၀,-၃°C,၄၀°C,သစ်သီး၊ အချိုပွဲ၊ ဖုတ်၊ ဖျော်ရည်,အပြင်ခွံ ချောမွတ်ပြီး ကြွပ်ဆတ်၍ အရည်ရွှမ်းသော အသားပါရှိကာ အချို သို့မဟုတ် အနည်းငယ်ချဉ်သော အရသာရှိသည့် အလတ်စား သစ်ပင်အသီးဖြစ်သည်။,,,,,
KYN,37,ငရုတ်ကောင်း,သီးပင်,၃,၈,၄,အသင့်အတင့်,အသင့်အတင့်,ရ,ရ,ရ,၁,၂,၄,၁,၀.၆,၁၅,၅°C,၃၀°C,ဟင်းချက် (ဟင်းခတ်၊ အရသာ)၊ ဆေးဖက်ဝင် (အစာချေ၊ ကိုယ်ခံအား),ဟင်းခတ်အမွှေးအကြိုင်အဖြစ် အသုံးပြုသော အစပ် သို့မဟုတ် အနူးညံ့ဆုံး အသီးငယ်များ သီးသည့် နွယ်ပင်ဖြစ်သည်။,,,,,
SHN_S,37,ငရုတ်ကောင်း,သီးပင်,၃,၈,၁,အသင့်အတင့်,အသင့်အတင့်,ရ,ရ,ရ,၁,၂,၄,၁,၀.၆,၁၅,၅°C,၃၀°C,ဟင်းချက် (ဟင်းခတ်၊ အရသာ)၊ ဆေးဖက်ဝင် (အစာချေ၊ ကိုယ်ခံအား),ဟင်းခတ်အမွှေးအကြိုင်အဖြစ် အသုံးပြုသော အစပ် သို့မဟုတ် အနူးညံ့ဆုံး အသီးငယ်များ သီးသည့် နွယ်ပင်ဖြစ်သည်။,,,,,
TNY,37,ငရုတ်ကောင်း,သီးပင်,၃,၈,၁,အသင့်အတင့်,အသင့်အတင့်,ရ,ရ,ရ,၁,၂,၄,၁,၀.၆,၁၅,၅°C,၃၀°C,ဟင်းချက် (ဟင်းခတ်၊ အရသာ)၊ ဆေးဖက်ဝင် (အစာချေ၊ ကိုယ်ခံအား),ဟင်းခတ်အမွှေးအကြိုင်အဖြစ် အသုံးပြုသော အစပ် သို့မဟုတ် အနူးညံ့ဆုံး အသီးငယ်များ သီးသည့် နွယ်ပင်ဖြစ်သည်။,,,,,
YGN,38,ငရုတ်ပွ,သီးပင်,၁,၃,၁,အသင့်အတင့်,အသင့်အတင့်/အပြည့်အဝ,ရ,ရ,ရ,၀.၅,၁,၂,၁.၅,၁,၁,၁၀°C,၃၅°C,ဟင်းချက် (အသုပ်၊ ချက်ပြုတ်)၊ အာဟာရ (ဗီတာမင်စီ၊ အာဟာရဓာတ်ကြွယ်ဝ),လတ်လတ်ဆတ်ဆတ် သို့မဟုတ် ချက်ပြုတ်၍ အသုံးပြုသော၊ အလယ်အလတ်အဆင့် စိုက်ပျိုးရလွယ်ကူပြီး အရသာနှင့် အာဟာရဓာတ်ကို ဖြည့်တင်းပေးသည့် အရောင်တောက်သော အသီးဖြစ်သည်။,,,,,
MDY,38,ငရုတ်ပွ,သီးပင်,၁,၃,၁,အသင့်အတင့်,အသင့်အတင့်/အပြည့်အဝ,ရ,ရ,ရ,၀.၅,၁,၂,၁.၅,၁,၁,၁၀°C,၃၅°C,ဟင်းချက် (အသုပ်၊ ချက်ပြုတ်)၊ အာဟာရ (ဗီတာမင်စီ၊ အာဟာရဓာတ်ကြွယ်ဝ),လတ်လတ်ဆတ်ဆတ် သို့မဟုတ် ချက်ပြုတ်၍ အသုံးပြုသော၊ အလယ်အလတ်အဆင့် စိုက်ပျိုးရလွယ်ကူပြီး အရသာနှင့် အာဟာရဓာတ်ကို ဖြည့်တင်းပေးသည့် အရောင်တောက်သော အသီးဖြစ်သည်။,,,,,
AYY,39,ရှမ်းနံနံ,ဟင်းသီးဟင်းရွက်ပင်,၀.၂,၁,၁,နည်း,အသင့်အတင့်,ရ,ရ,ရ,၀.၁,၀.၂,၁,၀.၃,၀.၁၅,၂,၅°C,၂၈°C,ဟင်းချက် (အမွှေးအကြိုင်၊ ဟင်းခတ်)၊ ဆေးဖက်ဝင် (ဓာတ်တိုးဆန့်ကျင်၊ အစာချေ),နံနံပင်ထက် အနံ့ပိုပြင်းပြီး မွှေးကြိုင်ကာ အရွက်ရှည်များရှိသော ဟင်းခတ်အပင်ဖြစ်သည်။,,,,,
TNY,39,ရှမ်းနံနံ,ဟင်းသီးဟင်းရွက်ပင်,၀.၂,၁,၁,နည်း,အသင့်အတင့်,ရ,ရ,ရ,၀.၁,၀.၂,၁,၀.၃,၀.၁၅,၂,၅°C,၂၈°C,ဟင်းချက် (အမွှေးအကြိုင်၊ ဟင်းခတ်)၊ ဆေးဖက်ဝင် (ဓာတ်တိုးဆန့်ကျင်၊ အစာချေ),နံနံပင်ထက် အနံ့ပိုပြင်းပြီး မွှေးကြိုင်ကာ အရွက်ရှည်များရှိသော ဟင်းခတ်အပင်ဖြစ်သည်။,,,,,
SHN_S,40,တရုတ်နံနံ,ဟင်းသီးဟင်းရွက်ပင်,၁,၂,၁,အသင့်အတင့်,အသင့်အတင့်,ရ,ရ,ရ,၀.၁,၀.၁၆,၂,၀.၄,၀.၂,၂,၄°C,၂၅°C,ဟင်းချက် (အသုပ်၊ ချက်ပြုတ်)၊ ဆေးဖက်ဝင် (ရေဓာတ်၊ ရောင်ရမ်းမှုကျ),အရိုးတံ ကြွပ်ဆတ်ပြီး အမျှင်ဓာတ်ပါသည့် အရွက်များပါရှိသော အရွက်စိမ်းအပင်ဖြစ်သည်။,,,,,
MDY,40,တရုတ်နံနံ,ဟင်းသီးဟင်းရွက်ပင်,၁,၂,၁,အသင့်အတင့်,အသင့်အတင့်,ရ,ရ,ရ,၀.၁,၀.၁၆,၂,၀.၄,၀.၂,၂,၄°C,၂၅°C,ဟင်းချက် (အသုပ်၊ ချက်ပြုတ်)၊ ဆေးဖက်ဝင် (ရေဓာတ်၊ ရောင်ရမ်းမှုကျ),အရိုးတံ ကြွပ်ဆတ်ပြီး အမျှင်ဓာတ်ပါသည့် အရွက်များပါရှိသော အရွက်စိမ်းအပင်ဖြစ်သည်။,,,,,
YGN,40,တရုတ်နံနံ,ဟင်းသီးဟင်းရွက်ပင်,၁,၂,၁,အသင့်အတင့်,အသင့်အတင့်,ရ,ရ,ရ,၀.၁,၀.၁၆,၂,၀.၄,၀.၂,၂,၄°C,၂၅°C,ဟင်းချက် (အသုပ်၊ ချက်ပြုတ်)၊ ဆေးဖက်ဝင် (ရေဓာတ်၊ ရောင်ရမ်းမှုကျ),အရိုးတံ ကြွပ်ဆတ်ပြီး အမျှင်ဓာတ်ပါသည့် အရွက်များပါရှိသော အရွက်စိမ်းအပင်ဖြစ်သည်။,,,,,
AYY,41,ဘူးသီး,ဟင်းသီးဟင်းရွက်ပင်,၆,၂၀,၄,နည်း,အပြည့်အဝ,မရ,ရ,ရ,၀.၃,၀.၆,၆,၁.၅,၀.၈,၁,၁၀°C,၃၅°C,ဟင်းချက် (ဟင်းချို၊ ချက်ပြုတ်)၊ ဆေးဖက်ဝင် (အစာကြေ၊ အေးမြစေ),စားသုံးနိုင်သော အသားမာပါရှိသည့် ရှည်လျားသော သို့မဟုတ် လုံးဝန်းသောအသီးကြီးများ သီးသည့် နွယ်တက်ပင်ဖြစ်သည်။,,,,,
BGO,41,ဘူးသီး,ဟင်းသီးဟင်းရွက်ပင်,၆,၂၀,၄,နည်း,အပြည့်အဝ,မရ,ရ,ရ,၀.၃,၀.၆,၆,၁.၅,၀.၈,၁,၁၀°C,၃၅°C,ဟင်းချက် (ဟင်းချို၊ ချက်ပြုတ်)၊ ဆေးဖက်ဝင် (အစာကြေ၊ အေးမြစေ),စားသုံးနိုင်သော အသားမာပါရှိသည့် ရှည်လျားသော သို့မဟုတ် လုံးဝန်းသောအသီးကြီးများ သီးသည့် နွယ်တက်ပင်ဖြစ်သည်။,,,,,
YGN,41,ဘူးသီး,ဟင်းသီးဟင်းရွက်ပင်,၆,၂၀,၄,နည်း,အပြည့်အဝ,မရ,ရ,ရ,၀.၃,၀.၆,၆,၁.၅,၀.၈,၁,၁၀°C,၃၅°C,ဟင်းချက် (ဟင်းချို၊ ချက်ပြုတ်)၊ ဆေးဖက်ဝင် (အစာကြေ၊ အေးမြစေ),စားသုံးနိုင်သော အသားမာပါရှိသည့် ရှည်လျားသော သို့မဟုတ် လုံးဝန်းသောအသီးကြီးများ သီးသည့် နွယ်တက်ပင်ဖြစ်သည်။,,,,,
MDY,42,ဟင်းနုနွယ်ရွက်,ဟင်းသီးဟင်းရွက်ပင်,၀.၃,၁,၁,နည်း,အသင့်အတင့်,ရ,ရ,ရ,၀.၁,၀.၂,၁,၀.၂,၀.၁,၁,၄°C,၂၅°C,ဟင်းချက် (အသုပ်၊ ချက်ပြုတ်)၊ ဆေးဖက်ဝင် (သံဓာတ်ကြွယ်ဝ၊ ဓာတ်တိုးဆန့်ကျင်),နူးညံ့ပြီး အရသာပျော့သော အရွက်များပါရှိသည့် ကြီးထွားနှုန်းမြန်သော အရွက်စိမ်းအပင်ဖြစ်သည်။,,,,,
SAG,42,ဟင်းနုနွယ်ရွက်,ဟင်းသီးဟင်းရွက်ပင်,၀.၃,၁,၁,နည်း,အသင့်အတင့်,ရ,ရ,ရ,၀.၁,၀.၂,၁,၀.၂,၀.၁,၁,၄°C,၂၅°C,ဟင်းချက် (အသုပ်၊ ချက်ပြုတ်)၊ ဆေးဖက်ဝင် (သံဓာတ်ကြွယ်ဝ၊ ဓာတ်တိုးဆန့်ကျင်),နူးညံ့ပြီး အရသာပျော့သော အရွက်များပါရှိသည့် ကြီးထွားနှုန်းမြန်သော အရွက်စိမ်းအပင်ဖြစ်သည်။,,,,,
SHN_S,42,ဟင်းနုနွယ်ရွက်,ဟင်းသီးဟင်းရွက်ပင်,၀.၃,၁,၁,နည်း,အသင့်အတင့်,ရ,ရ,ရ,၀.၁,၀.၂,၁,၀.၂,၀.၁,၁,၄°C,၂၅°C,ဟင်းချက် (အသုပ်၊ ချက်ပြုတ်)၊ ဆေးဖက်ဝင် (သံဓာတ်ကြွယ်ဝ၊ ဓာတ်တိုးဆန့်ကျင်),နူးညံ့ပြီး အရသာပျော့သော အရွက်များပါရှိသည့် ကြီးထွားနှုန်းမြန်သော အရွက်စိမ်းအပင်ဖြစ်သည်။,,,,,
SHN_S,43,လက်ဖက်ရွက်,ဟင်းသီးဟင်းရွက်ပင်,၅,၁၅,၂,အသင့်အတင့်,အသင့်အတင့်,မရ,ရ,မရ,၂,၄,၁၂,၃,၁.၅,၄၀,၈°C,၂၈°C,ဟင်းချက် (လက်ဖက်ရည်၊ အဖျော်ယမကာ)၊ ဆေးဖက်ဝင် (ဓာတ်တိုးဆန့်ကျင်၊ နှလုံးကျန်းမာ),လက်ဖက်ရည်အတွက် အသုံးပြုသော အရွက်စိမ်းငယ်များ သီးသည့် ချုံပင်ဖြစ်ကာ တစ်နှစ်ပတ်လုံး စိမ်းလန်းပြီး အပူပိုင်းနှင့် အပူပိုင်းဒေသခွဲများတွင် ပေါက်ရောက်သည်။,,,,,
SHN_S,44,ပန်းဂေါ်ဖီစိမ်း,ဟင်းသီးဟင်းရွက်ပင်,၁,၃,၂,အသင့်အတင့်,အပြည့်အဝ,ရ,ရ,ရ,၀.၃,၀.၅,၃,၀.၈,၀.၄,၂,၅°C,၃၀°C,ချက်ပြုတ် (ပေါင်း၊ ဆီသတ်)၊ အသုပ်၊ ဆေးဖက်ဝင် (ဗီတာမင်၊ အမျှင်ဓာတ်),ပင်စည်ထူ၍ အပွင့်မပွင့်မီ စားသုံးနိုင်သော အာဟာရဓာတ်ပြည့်ဝပြီး အစိမ်းရောင်ပန်းခေါင်းများရှိသည့် အပင်ဖြစ်သည်။,,,,,
CHN,44,ပန်းဂေါ်ဖီစိမ်း,ဟင်းသီးဟင်းရွက်ပင်,၁,၃,၂,အသင့်အတင့်,အပြည့်အဝ,ရ,ရ,ရ,၀.၃,၀.၅,၃,၀.၈,၀.၄,၂,၅°C,၃၀°C,ချက်ပြုတ် (ပေါင်း၊ ဆီသတ်)၊ အသုပ်၊ ဆေးဖက်ဝင် (ဗီတာမင်၊ အမျှင်ဓာတ်),ပင်စည်ထူ၍ အပွင့်မပွင့်မီ စားသုံးနိုင်သော အာဟာရဓာတ်ပြည့်ဝပြီး အစိမ်းရောင်ပန်းခေါင်းများရှိသည့် အပင်ဖြစ်သည်။,,,,,
BGO,45,ကျွန်း,အပင်ကြီး,၉၈,၁၄၈,၂၀,နည်း,အပြည့်အဝ,မရ,ရ,မရ,၂၀,၃၅,၇၀,၅၀,၆၅,၂၀၀,၁၂,၄၂,သစ်၊ ပရိဘောဂ၊ လှေဆောက်,အထူးရှားပါးမာကျောသော သစ်မာပင်,,,,,
SAG,45,ကျွန်း,အပင်ကြီး,၉၈,၁၄၈,၂၀,နည်း,အပြည့်အဝ,မရ,ရ,မရ,၂၀,၃၅,၇၀,၅၀,၆၅,၂၀၀,၁၂,၄၂,သစ်၊ ပရိဘောဂ၊ လှေဆောက်,အထူးရှားပါးမာကျောသော သစ်မာပင်,,,,,
SHN_S,45,ကျွန်း,အပင်ကြီး,၉၈,၁၄၈,၂၀,နည်း,အပြည့်အဝ,မရ,ရ,မရ,၂၀,၃၅,၇၀,၅၀,၆၅,၂၀၀,၁၂,၄၂,သစ်၊ ပရိဘောဂ၊ လှေဆောက်,အထူးရှားပါးမာကျောသော သစ်မာပင်,,,,,
BGO,46,ပိတောက်,အပင်ကြီး,၃၀,၁၂၀,၂၀,နည်း,အပြည့်အဝ,မရ,ရ,မရ,၅,၁၅,၄၀၀,၃၀,၁၉၀,၁၀၀,၁၀,40,သစ်သား၊ပရိဘောဂ၊ပန်းပု၊အခင်း၊တိုင်းရင်းဆေး၊အရိပ်,တောက်ပြောင်သော အနီရောင် သစ်မာပင်,,,,,
MAG,46,ပိတောက်,အပင်ကြီး,၃၀,၁၂၀,၂၀,နည်း,အပြည့်အဝ,မရ,ရ,မရ,၅,၁၅,၄၀၀,၃၀,၁၉၀,၁၀၀,၁၀,41,သစ်သား၊ပရိဘောဂ၊ပန်းပု၊အခင်း၊တိုင်းရင်းဆေး၊အရိပ်,တောက်ပြောင်သော အနီရောင် သစ်မာပင်,,,,,
MDY,46,ပိတောက်,အပင်ကြီး,၃၀,၁၂၀,၂၀,နည်း,အပြည့်အဝ,မရ,ရ,မရ,၅,၁၅,၄၀၀,၃၀,၁၉၀,၁၀၀,၁၀,42,သစ်သား၊ပရိဘောဂ၊ပန်းပု၊အခင်း၊တိုင်းရင်းဆေး၊အရိပ်,တောက်ပြောင်သော အနီရောင် သစ်မာပင်,,,,,
YGN,46,ပိတောက်,အပင်ကြီး,၃၀,၁၂၀,၂၀,နည်း,အပြည့်အဝ,မရ,ရ,မရ,၅,၁၅,၄၀၀,၃၀,၁၉၀,၁၀၀,၁၀,43,သစ်သား၊ပရိဘောဂ၊ပန်းပု၊အခင်း၊တိုင်းရင်းဆေး၊အရိပ်,တောက်ပြောင်သော အနီရောင် သစ်မာပင်,,,,,
AYY,47,ကျွဲကော်,သီးပင်,၁၅,၅၀,၁၃,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,မရ,၃,၇,၃၀,၃၀,၄၀,၆၅,၃,၄၀,"သစ်သီး, ဖျော်ရည်",citrus များသောအပင်,,,,,
AYY,47,ကျွဲကော်,သီးပင်,၁၅,၅၀,၁၃,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,မရ,၃,၇,၃၀,၃၀,၄၀,၆၅,၃,၄၀,"သစ်သီး, ဖျော်ရည်",citrus များသောအပင်,,,,,
BGO,47,ကျွဲကော်,သီးပင်,၁၅,၅၀,၁၃,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,မရ,၃,၇,၃၀,၃၀,၄၀,၆၅,၃,၄၀,"သစ်သီး, ဖျော်ရည်",citrus များသောအပင်,,,,,
MON,47,ကျွဲကော်,သီးပင်,၁၅,၅၀,၁၃,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,မရ,၃,၇,၃၀,၃၀,၄၀,၆၅,၃,၄၀,"သစ်သီး, ဖျော်ရည်",citrus များသောအပင်,,,,,
MAG,48,မန်ကျည်း,သီးပင်,၈၂,၉၈,၁၃,နည်း,အပြည့်အဝ,မရ,ရ,မရ,၁၃,၁၄,၅၀,၂၅,၁၁၇,၆၀,၂၅,၄၀,အနှစ်၊ ဟင်းခတ်၊ မုန့်များ,အချဉ်ဓာတ်ရှိသော ပဲသီးတောင့်ပုံစံတူသောအသီးပင်,,,,,
MDY,48,မန်ကျည်း,သီးပင်,၈၂,၉၈,၁၃,နည်း,အပြည့်အဝ,မရ,ရ,မရ,၁၃,၁၄,၅၀,၂၅,၁၁၇,၆၀,၂၅,၄၀,အနှစ်၊ ဟင်းခတ်၊ မုန့်များ,အချဉ်ဓာတ်ရှိသော ပဲသီးတောင့်ပုံစံတူသောအသီးပင်,,,,,
YGN,49,ခရေ,ပန်းပွင့်,၁၅,၃၀,၂,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,ရ,၂,၄,၂၅,၂၀,၃၅,၅၀,၅,၄၀,အလှဆင်၊ တိုင်းရင်းဆေး,အရွယ်အစားသေးငယ်သော အလှစိုက်ပင်,,,,,
AYY,49,ခရေ,ပန်းပွင့်,၁၅,၃၀,၂,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,ရ,၂,၄,၂၅,၂၀,၃၅,၅၀,၅,၄၀,အလှဆင်၊ တိုင်းရင်းဆေး,အရွယ်အစားသေးငယ်သော အလှစိုက်ပင်,,,,,
MON,49,ခရေ,ပန်းပွင့်,၁၅,၃၀,၂,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,ရ,၂,၄,၂၅,၂၀,၃၅,၅၀,၅,၄၀,အလှဆင်၊ တိုင်းရင်းဆေး,အရွယ်အစားသေးငယ်သော အလှစိုက်ပင်,,,,,
MAG,50,တမာ,အပင်ကြီး,၄၀,၈၀,၁၃,နည်း,အပြည့်အဝ,မရ,ရ,မရ,၃,၅,၂၅,၂၅,၇၀,၁၅၀,၁၀,၄၄,ပိုးသတ်ဆေး၊ ဆေး၊ ဆီ၊ ဆပ်ပြာ,သဘာဝဆေးဖက်ဝင်အပင်,,,,,
MDY,50,တမာ,အပင်ကြီး,၄၀,၈၀,၁၃,နည်း,အပြည့်အဝ,မရ,ရ,မရ,၃,၅,၂၅,၂၅,၇၀,၁၅၀,၁၀,၄၄,ပိုးသတ်ဆေး၊ ဆေး၊ ဆီ၊ ဆပ်ပြာ,သဘာဝဆေးဖက်ဝင်အပင်,,,,,
SAG,50,တမာ,အပင်ကြီး,၄၀,၈၀,၁၃,နည်း,အပြည့်အဝ,မရ,ရ,မရ,၃,၅,၂၅,၂၅,၇၀,၁၅၀,၁၀,၄၄,ပိုးသတ်ဆေး၊ ဆေး၊ ဆီ၊ ဆပ်ပြာ,သဘာဝဆေးဖက်ဝင်အပင်,,,,,
SHN_S,51,ထောပတ်,သီးပင်,၁၅,၆၀,၂၀,အသင့်အတင့်,အပြည့်အဝ,မရ,ရ,ရ,၃,၇,၂၀၀,၂၅,၁၁၇,၆၀,၁,၃၅,အသီးအနှံထုတ်လုပ်မှု၊ အရိပ်၊ အချက်အပြုတ်ဆီ,အဆီအနှစ်ပြည့်ဝသော အာဟာရဓာတ်မြင့်အသီးပင်,,,,,
SHN_S,52,ထင်းရှူးပင်,အပင်ကြီး,၅၀,၁၅၀,၄,low,အပြည့်အဝ,မရ,ရ,မရ,၄,၁၀,၅၀၀,၃၀,၃၀၀,၅၅၀, -၂၀,၃၀,သစ်၊ စက္ကူ၊ အစေး၊ ရှုခင်း၊ လေကာများ,အမြဲစိမ်းထင်ရှူးပင် (အမြင့်),,,,,
KCH,52,ထင်းရှူးပင်,အပင်ကြီး,၅၀,၁၅၀,၄,low,အပြည့်အဝ,မရ,ရ,မရ,၄,၁၀,၅၀၀,၃၀,၃၀၀,၅၅၀, -၂၀,၃၀,သစ်၊ စက္ကူ၊ အစေး၊ ရှုခင်း၊ လေကာများ,အမြဲစိမ်းထင်ရှူးပင် (အမြင့်),,,,,
CHN,52,ထင်းရှူးပင်,အပင်ကြီး,၅၀,၁၅၀,၄,low,အပြည့်အဝ,မရ,ရ,မရ,၄,၁၀,၅၀၀,၃၀,၃၀၀,၅၅၀, -၂၀,၃၀,သစ်၊ စက္ကူ၊ အစေး၊ ရှုခင်း၊ လေကာများ,အမြဲစိမ်းထင်ရှူးပင် (အမြင့်),,,,,
MON,53,ဒူးရင်း,သီးပင်,၅၀,၁၃၀,၃၀,များ,အပြည့်အဝ,မရ,ရ,မရ,၅,၇,၄၀၀,၂၅,၁၇၀,၁၀၀,၁၅,၃၅,အသီးအနှံ၊ အချက်အပြုတ်ပါဝင်ပစ္စည်း,အနံ့ပြင်းသော အပူပိုင်းအသီးပင်,,,,,
KAH,53,ဒူးရင်း,သီးပင်,၅၀,၁၃၀,၃၀,များ,အပြည့်အဝ,မရ,ရ,မရ,၅,၇,၄၀၀,၂၅,၁၇၀,၁၀၀,၁၅,၃၅,အသီးအနှံ၊ အချက်အပြုတ်ပါဝင်ပစ္စည်း,အနံ့ပြင်းသော အပူပိုင်းအသီးပင်,,,,,
